trade_id,client_id,salesperson_id,trade_date,facevalue,actual_revenue,churn_date
1133,489,33,25-04-2023,433463,389968,17-07-2023
1134,662,58,10-06-2023,234173,256450,
1135,177,58,08-03-2023,790364,797874,
1136,423,3,28-05-2023,76712,129832,
1137,478,3,21-06-2023,461784,242151,04-08-2023
1138,247,42,11-08-2023,868518,53718,11-08-2023
1139,621,60,27-06-2023,117153,126178,
1140,66,36,19-03-2023,142264,87616,13-07-2023
1141,618,52,18-01-2023,598349,632495,
1142,396,50,14-06-2023,759610,346136,20-07-2023
1143,435,32,27-03-2023,507613,287803,13-06-2023
1144,616,55,02-08-2023,424765,426020,
1145,4,40,15-07-2023,169450,173801,
1146,590,37,06-02-2023,868116,639191,08-03-2023
1147,697,3,29-03-2023,686568,415127,01-05-2023
1148,479,2,14-12-2022,386715,395958,
1149,646,7,28-03-2023,767482,739180,30-03-2023
1150,616,17,10-07-2023,786231,608426,21-07-2023
1151,234,61,19-06-2023,386263,405841,
1152,473,59,20-04-2023,671660,579121,06-05-2023
1153,626,3,26-07-2023,875108,463669,07-08-2023
1154,241,15,07-06-2023,169021,169298,
1155,254,35,10-08-2023,878154,779772,10-08-2023
1156,279,38,23-02-2023,265084,292100,
1157,258,55,27-06-2023,256942,274756,
1158,639,4,17-01-2023,841769,95776,25-06-2023
1159,219,15,16-02-2023,882032,892102,
1160,103,59,27-02-2023,863370,868379,
1161,534,56,30-05-2023,831409,563562,09-07-2023
1162,419,32,04-06-2023,304015,267545,10-08-2023
1163,577,9,12-05-2023,316613,342607,
1164,140,33,16-05-2023,800154,294778,10-08-2023
1165,582,39,30-01-2023,289206,308655,
1166,376,39,06-05-2023,324281,336936,
1167,648,68,10-08-2023,704089,734251,
1168,310,22,24-07-2023,365305,137112,25-07-2023
1169,548,31,22-05-2023,913493,916889,
1170,664,9,07-08-2023,800106,810962,
1171,91,68,28-03-2023,213464,238089,
1172,247,38,01-08-2023,543298,561745,
1173,151,72,10-08-2023,102914,119566,
1174,695,16,05-07-2023,911388,621419,06-07-2023
1175,304,22,04-06-2023,993423,325586,03-08-2023
1176,749,19,06-07-2023,973264,976758,
1177,44,1,19-10-2022,184655,67572,20-03-2023
1178,390,27,25-06-2023,598125,604978,
1179,676,9,09-08-2023,230218,242116,
1180,382,5,15-02-2023,468705,229830,22-02-2023
1181,730,13,10-12-2022,663949,457352,05-05-2023
1182,544,52,02-05-2023,613846,637554,
1183,452,38,12-06-2023,730369,748460,
1184,390,57,11-07-2023,450602,410681,26-07-2023
1185,72,38,23-07-2023,972873,503887,02-08-2023
1186,200,19,28-07-2023,72154,106050,
1187,380,67,22-05-2023,197584,200649,
1188,535,39,24-07-2023,621101,625514,
1189,6,8,14-07-2023,669187,677286,
1190,276,2,20-05-2023,789858,281528,03-06-2023
1191,551,20,05-07-2023,897590,686201,23-07-2023
1192,449,6,07-08-2023,627741,659202,
1193,638,6,02-02-2023,531702,544002,
1194,705,47,15-05-2023,160773,168856,
1195,742,50,19-07-2023,240333,125799,09-08-2023
1196,89,56,08-03-2023,645296,662529,
1197,365,12,26-11-2022,645718,662446,
1198,341,66,06-08-2023,533674,536700,
1199,661,30,12-03-2023,503998,530945,
1200,548,68,29-03-2023,743691,773384,
1201,546,66,27-06-2023,671980,690822,
1202,741,10,30-07-2023,534556,406692,02-08-2023
1203,679,55,06-08-2023,802630,542941,10-08-2023
1204,175,1,26-06-2023,610081,290668,21-07-2023
1205,311,66,01-05-2023,89813,113811,
1206,467,42,21-06-2023,445185,488505,
1207,552,69,28-12-2022,668746,630060,14-04-2023
1208,311,68,21-05-2023,742049,434669,30-07-2023
1209,67,68,13-06-2023,837754,101452,24-06-2023
1210,354,13,22-01-2023,143696,162477,
1211,538,45,21-06-2023,329608,350889,
1212,595,67,29-07-2023,121649,144568,
1213,130,38,21-06-2023,246187,225401,23-07-2023
1214,158,44,16-03-2023,939538,946464,
1215,743,63,10-05-2023,206986,217845,
1216,642,57,13-05-2023,163170,172926,
1217,235,46,06-08-2023,830849,832763,
1218,29,15,04-08-2023,866970,562286,11-08-2023
1219,58,1,11-08-2023,141433,159398,
1220,709,63,15-05-2023,659260,673057,
1221,4,44,05-07-2023,60137,73701,
1222,64,66,30-11-2022,472418,489729,
1223,150,21,02-03-2023,915028,731728,05-03-2023
1224,236,61,14-02-2023,498231,234572,26-06-2023
1225,480,60,25-04-2023,139188,193138,
1226,215,46,13-03-2023,542196,568651,
1227,46,64,02-06-2023,424590,437646,
1228,326,50,27-02-2023,683196,710274,
1229,454,57,10-03-2023,111612,111735,
1230,98,5,02-07-2023,256347,292039,
1231,154,35,16-04-2023,165042,196189,
1232,612,61,20-07-2023,397339,185402,10-08-2023
1233,115,56,22-06-2023,450182,175753,22-06-2023
1234,230,4,11-03-2023,752199,90126,07-05-2023
1235,678,43,26-02-2023,857018,494701,17-04-2023
1236,609,33,07-04-2023,78224,110915,
1237,381,29,09-06-2023,541696,549997,
1238,535,12,17-03-2023,351579,385834,
1239,343,15,13-07-2023,981654,985773,
1240,522,22,24-06-2023,999277,401435,11-08-2023
1241,595,35,17-04-2023,523272,542822,
1242,735,67,06-03-2023,816618,118027,08-03-2023
1243,455,60,28-07-2023,288482,304188,
1244,741,4,09-08-2023,496814,535156,
1245,40,39,23-05-2023,993766,584989,28-05-2023
1246,13,29,27-03-2023,380426,402081,
1247,600,20,17-01-2023,284652,301874,
1248,29,2,28-06-2023,841343,850006,
1249,232,15,26-06-2023,304879,323430,
1250,332,34,18-01-2023,324031,329891,
1251,418,9,23-04-2023,821587,852623,
1252,583,16,03-02-2023,211303,193633,14-07-2023
1253,657,19,29-07-2023,776866,789468,
1254,242,72,01-07-2023,820691,813200,15-07-2023
1255,503,54,01-07-2023,327656,68575,10-08-2023
1256,175,52,13-07-2023,316050,356352,
1257,81,19,22-07-2023,535947,547805,
1258,560,1,16-04-2023,269517,306101,
1259,115,63,22-07-2023,233721,261925,
1260,41,62,01-04-2023,110777,122111,
1261,454,2,12-10-2022,684405,709900,
1262,21,29,20-04-2023,972801,181985,31-07-2023
1263,321,3,19-04-2023,201872,206748,
1264,490,1,27-05-2023,461138,66434,20-07-2023
1265,391,41,07-02-2023,734854,744103,
1266,503,27,31-03-2023,840184,653436,03-06-2023
1267,652,4,14-04-2023,52488,86974,
1268,1,53,16-02-2023,700628,711232,
1269,232,8,17-07-2023,940582,596050,21-07-2023
1270,113,15,09-08-2023,913081,333667,10-08-2023
1271,241,4,09-04-2023,869735,870003,
1272,666,59,13-06-2023,433164,450570,
1273,698,56,01-07-2023,264005,318851,
1274,674,29,10-07-2023,88781,136861,
1275,582,65,20-01-2023,635239,640528,
1276,210,5,22-06-2023,58291,93248,
1277,339,20,09-06-2023,831367,854482,
1278,142,8,30-03-2023,469231,487940,
1279,199,41,31-07-2023,151899,186560,
1280,236,48,29-12-2022,118678,154163,
1281,261,35,03-05-2023,413133,435111,
1282,711,34,30-07-2023,644663,568370,04-08-2023
1283,631,14,24-07-2023,347520,380454,
1284,299,4,12-06-2023,875682,34589,16-07-2023
1285,748,69,14-07-2023,758481,570447,15-07-2023
1286,643,36,28-11-2022,978317,982564,
1287,733,50,11-08-2023,611457,641455,
1288,29,35,09-08-2023,509287,520053,
1289,175,72,02-07-2023,222959,240655,
1290,121,42,13-06-2023,223841,147769,13-07-2023
1291,75,3,18-07-2023,491407,53922,18-07-2023
1292,17,38,26-03-2023,445575,455702,
1293,482,67,14-05-2023,371035,297581,02-07-2023
1294,31,8,12-06-2023,868232,104298,23-06-2023
1295,420,55,25-05-2023,679148,684532,
1296,407,16,29-04-2023,979803,981782,
1297,70,52,08-07-2023,90875,105409,
1298,228,3,26-04-2023,452980,461759,
1299,467,41,29-04-2023,147435,200192,
1300,161,13,10-08-2023,925295,183592,11-08-2023
1301,633,9,02-04-2023,278548,152170,15-06-2023
1302,245,36,05-05-2023,362989,394938,
1303,444,36,16-05-2023,189854,92194,02-06-2023
1304,259,16,01-06-2023,892549,658871,10-07-2023
1305,712,64,27-05-2023,920871,250886,28-07-2023
1306,745,14,28-01-2023,210297,236425,
1307,253,31,18-07-2023,583611,598758,
1308,250,30,15-07-2023,539581,411040,06-08-2023
1309,569,14,15-07-2023,388452,398490,
1310,264,50,05-12-2022,844433,197749,13-03-2023
1311,633,57,22-02-2023,124362,133517,
1312,613,55,08-05-2023,890055,255318,03-08-2023
1313,301,19,13-06-2023,969833,445141,08-07-2023
1314,237,34,29-12-2022,344599,389667,
1315,101,64,03-04-2023,450609,463892,
1316,364,69,14-07-2023,936296,772233,04-08-2023
1317,437,65,20-01-2023,287943,269273,23-02-2023
1318,475,30,18-06-2023,431168,439366,
1319,22,16,10-07-2023,738961,122544,12-07-2023
1320,445,26,20-03-2023,499266,516378,
1321,24,14,06-07-2023,800497,823298,
1322,694,57,06-08-2023,180090,196858,
1323,680,73,06-08-2023,714279,425870,11-08-2023
1324,19,62,25-05-2023,828482,853102,
1325,697,14,23-03-2023,78085,102973,
1326,15,16,10-08-2023,89877,127754,
1327,65,2,29-05-2023,545856,262028,19-06-2023
1328,517,35,17-02-2023,743291,309581,23-02-2023
1329,352,24,06-06-2023,552391,570063,
1330,400,25,26-06-2023,262523,46736,11-08-2023
1331,660,63,28-05-2023,977367,990733,
1332,382,57,17-04-2023,897543,326576,07-08-2023
1333,114,49,24-04-2023,71873,78013,
1334,21,1,09-06-2023,725806,752363,
1335,174,39,07-02-2023,483243,498381,
1336,482,59,04-06-2023,198539,243160,
1337,221,4,26-07-2023,772402,778089,
1338,353,60,11-01-2023,143187,147485,
1339,606,52,27-07-2023,954871,367851,30-07-2023
1340,533,31,24-02-2023,399087,405743,
1341,682,27,30-12-2022,795520,797145,
1342,535,7,15-04-2023,998239,1018605,
1343,136,27,17-07-2023,757204,775425,
1344,623,58,12-05-2023,591847,595777,
1345,558,20,16-03-2023,377981,400624,
1346,730,16,14-01-2023,581159,608587,
1347,640,13,17-11-2022,757969,774427,
1348,435,54,06-07-2023,555500,184862,05-08-2023
1349,705,68,21-05-2023,820997,834695,
1350,157,57,13-07-2023,107072,128119,
1351,306,34,24-06-2023,882723,900173,
1352,67,62,25-04-2023,479714,497769,
1353,570,51,23-06-2023,148786,153097,
1354,72,25,04-08-2023,835050,835158,
1355,505,34,21-03-2023,214055,238586,
1356,145,4,16-11-2022,71160,80117,
1357,456,21,09-08-2023,460991,464683,
1358,44,56,19-07-2023,271563,278082,
1359,555,49,18-06-2023,973734,974779,
1360,643,46,20-12-2022,125389,135885,
1361,232,14,13-04-2023,311286,323187,
1362,181,68,02-08-2023,687693,470245,04-08-2023
1363,571,58,06-08-2023,627549,643270,
1364,341,24,08-08-2023,135119,162213,
1365,341,38,11-08-2023,193495,201800,
1366,289,48,03-06-2023,221482,54241,17-06-2023
1367,712,37,22-07-2023,465293,485110,
1368,342,5,27-04-2023,812878,219015,12-06-2023
1369,205,23,03-05-2023,593380,53319,24-05-2023
1370,704,46,05-08-2023,665433,672261,
1371,5,52,01-08-2023,555428,574521,
1372,76,53,08-01-2023,413089,426784,
1373,405,41,17-07-2023,852136,867009,
1374,170,30,25-03-2023,249585,270268,
1375,344,51,05-08-2023,692066,408115,11-08-2023
1376,145,44,31-12-2022,161474,194744,
1377,274,3,04-04-2023,886218,187877,08-06-2023
1378,369,40,15-05-2023,557390,562125,
1379,721,11,21-06-2023,198567,203712,
1380,184,65,04-04-2023,735943,484858,04-08-2023
1381,694,63,12-07-2023,191472,225466,
1382,443,14,03-07-2023,550593,40685,09-07-2023
1383,150,48,20-11-2022,524397,31765,10-06-2023
1384,357,49,03-07-2023,624870,446030,10-07-2023
1385,132,13,26-05-2023,977756,945019,29-07-2023
1386,192,29,04-02-2023,69853,119446,
1387,60,21,29-08-2022,247414,173490,17-07-2023
1388,379,38,26-07-2023,262468,273010,
1389,202,26,14-07-2023,300053,307939,
1390,199,49,24-07-2023,125862,179036,
1391,88,35,28-06-2023,654134,655203,
1392,500,64,07-04-2023,407525,408310,
1393,551,33,04-01-2023,702486,119478,03-07-2023
1394,112,53,21-06-2023,960909,969702,
1395,163,6,06-05-2023,271603,319511,
1396,376,36,02-03-2023,220260,40627,11-08-2023
1397,400,12,16-05-2023,779584,132317,16-05-2023
1398,352,60,14-06-2023,448564,464464,
1399,560,9,26-03-2023,842825,292120,18-04-2023
1400,452,7,11-07-2023,631133,658019,
1401,750,51,10-04-2023,926522,183062,09-05-2023
1402,332,18,12-12-2022,823350,333024,15-04-2023
1403,656,26,07-11-2022,821119,421895,24-01-2023
1404,238,67,05-08-2023,345384,193394,08-08-2023
1405,204,5,26-12-2022,236635,241926,
1406,584,17,19-06-2023,686867,698083,
1407,145,61,01-01-2023,958255,962318,
1408,708,70,23-04-2023,183491,195932,
1409,380,16,20-06-2023,219742,65485,12-07-2023
1410,642,44,02-07-2023,158714,187022,
1411,470,56,11-08-2023,899557,903227,
1412,571,12,08-08-2023,196166,213597,
1413,629,63,01-07-2023,602252,367329,15-07-2023
1414,372,43,06-07-2023,375000,383832,
1415,276,40,10-06-2023,275350,79910,08-07-2023
1416,514,67,20-04-2023,735953,48441,01-05-2023
1417,659,27,20-07-2023,909744,211717,01-08-2023
1418,351,68,14-04-2023,287329,310736,
1419,741,23,24-05-2023,126692,175682,
1420,681,30,23-06-2023,985172,343808,04-07-2023
1421,671,53,25-12-2022,111009,121940,
1422,198,26,08-04-2023,701912,590636,03-06-2023
1423,438,72,26-04-2023,167230,187676,
1424,583,29,03-08-2023,496591,155516,04-08-2023
1425,127,32,22-07-2023,95658,108602,
1426,636,20,30-07-2023,780141,193099,30-07-2023
1427,251,37,08-05-2023,182545,184858,
1428,199,58,24-07-2023,393954,405710,
1429,544,23,26-12-2022,564763,462164,21-05-2023
1430,394,64,10-08-2023,965374,643140,11-08-2023
1431,536,57,21-01-2023,707545,36408,01-03-2023
1432,124,29,23-07-2023,867243,84583,29-07-2023
1433,494,40,11-08-2023,299600,316606,
1434,235,47,26-06-2023,767317,768767,
1435,89,35,04-02-2023,449280,481059,
1436,610,60,20-05-2023,78383,85879,
1437,23,46,26-12-2022,573838,581792,
1438,87,28,24-03-2023,542872,543112,
1439,377,42,31-07-2023,570622,145705,11-08-2023
1440,536,68,24-03-2023,922989,454332,05-08-2023
1441,712,60,17-06-2023,495593,64619,17-06-2023
1442,699,71,09-08-2023,277856,305462,
1443,56,20,29-04-2023,353289,362517,
1444,412,41,28-07-2023,941686,656471,02-08-2023
1445,33,6,04-08-2023,220702,275989,
1446,754,12,25-05-2023,680397,244685,24-07-2023
1447,581,12,20-06-2023,676097,691536,
1448,550,11,09-08-2023,941261,956886,
1449,20,23,03-08-2023,724896,672674,03-08-2023
1450,439,21,29-05-2023,524733,417017,03-06-2023
1451,340,36,30-06-2023,775430,781700,
1452,584,64,16-06-2023,56888,90427,
1453,637,56,27-05-2023,753390,762897,
1454,101,54,19-07-2023,162796,165486,
1455,601,52,28-11-2022,638507,661782,
1456,41,47,16-07-2023,836758,311030,01-08-2023
1457,52,43,13-06-2023,99631,101188,
1458,173,15,29-01-2023,797949,41391,10-06-2023
1459,298,70,08-07-2023,772094,295682,09-08-2023
1460,44,66,27-09-2022,370392,413493,
1461,180,11,06-03-2023,453826,472361,
1462,472,52,24-05-2023,386946,390385,
1463,703,43,05-04-2023,124086,121983,02-05-2023
1464,244,8,04-05-2023,803844,36922,06-05-2023
1465,16,14,02-05-2023,563331,171191,17-05-2023
1466,719,21,07-11-2022,244468,245499,
1467,227,15,09-12-2022,306538,310216,
1468,550,64,08-08-2023,951800,969427,
1469,449,72,07-07-2023,395666,427183,
1470,546,6,26-04-2023,542154,544459,
1471,298,28,16-07-2023,126360,161571,
1472,578,56,07-08-2023,113673,137133,
1473,4,59,16-07-2023,263345,284457,
1474,296,20,31-07-2023,773947,246899,04-08-2023
1475,603,12,17-06-2023,957247,54342,01-08-2023
1476,612,39,28-07-2023,118091,128872,
1477,436,9,15-07-2023,250177,275721,
1478,725,5,10-02-2023,365352,202486,10-05-2023
1479,749,35,08-08-2023,408326,420193,
1480,652,41,12-04-2023,290654,305704,
1481,295,54,09-08-2023,601579,374298,09-08-2023
1482,193,66,11-08-2023,520427,394020,11-08-2023
1483,550,66,05-06-2023,734049,481245,19-06-2023
1484,646,24,29-06-2023,837648,839252,
1485,737,2,07-06-2023,395952,413198,
1486,378,29,12-06-2023,380155,401514,
1487,144,47,08-08-2023,922647,818847,11-08-2023
1488,185,60,01-08-2023,477393,392438,03-08-2023
1489,590,18,23-05-2023,643289,668921,
1490,661,50,07-07-2023,448835,185480,14-07-2023
1491,241,4,22-03-2023,443279,443359,
1492,300,69,06-07-2023,651221,663899,
1493,115,18,24-07-2023,426605,368654,05-08-2023
1494,719,54,31-07-2023,515757,328399,09-08-2023
1495,601,43,26-12-2022,448314,476405,
1496,193,68,20-07-2023,541209,545633,
1497,21,62,28-06-2023,597548,613561,
1498,18,73,22-03-2023,183372,189737,
1499,302,14,02-06-2023,655139,368542,14-07-2023
1500,243,70,01-08-2023,516466,528117,
1501,18,14,17-03-2023,158310,206149,
1502,475,42,10-07-2023,54044,60892,
1503,740,31,18-06-2023,787840,812704,
1504,561,37,03-08-2023,65494,103098,
1505,142,39,24-04-2023,132139,137463,
1506,71,40,28-07-2023,724837,729038,
1507,60,41,30-03-2023,819021,829966,
1508,745,30,05-03-2023,847913,864303,
1509,603,17,20-02-2023,279146,270740,02-03-2023
1510,380,32,12-05-2023,186913,189999,
1511,227,72,07-03-2023,393658,416324,
1512,24,7,04-08-2023,336702,351060,
1513,429,46,15-07-2023,870371,204059,06-08-2023
1514,190,63,25-04-2023,876540,878801,
1515,477,32,09-07-2023,372045,424012,
1516,697,7,11-06-2023,155065,184094,
1517,732,49,03-06-2023,546143,556165,
1518,451,49,14-06-2023,628809,606658,03-07-2023
1519,206,62,27-02-2023,735393,751385,
1520,230,60,25-07-2023,559653,576889,
1521,492,57,22-10-2022,173603,215221,
1522,410,27,27-04-2023,477564,496749,
1523,217,71,19-06-2023,436258,476575,
1524,486,39,06-08-2023,89255,112150,
1525,301,43,11-12-2022,270256,286401,
1526,153,10,04-08-2023,679714,697270,
1527,567,35,11-08-2023,236512,279894,
1528,10,11,05-06-2023,405949,424820,
1529,362,12,11-03-2023,366376,315617,08-08-2023
1530,275,29,22-02-2023,133969,147503,
1531,747,15,27-07-2023,889925,732216,08-08-2023
1532,488,31,23-05-2023,99067,112896,
1533,367,37,19-02-2023,405846,411651,
1534,45,53,04-08-2023,919490,823965,04-08-2023
1535,13,29,17-04-2023,990381,1001273,
1536,410,49,03-05-2023,194182,232766,
1537,735,38,15-02-2023,911687,776497,02-03-2023
1538,706,52,11-06-2023,875235,887992,
1539,445,25,03-07-2023,780089,240149,31-07-2023
1540,622,28,22-07-2023,926301,916592,30-07-2023
1541,578,71,11-08-2023,964585,316514,11-08-2023
1542,436,13,13-07-2023,189100,227740,
1543,468,18,04-06-2023,482086,500540,
1544,127,41,05-07-2023,267504,315631,
1545,443,65,25-07-2023,685091,615750,09-08-2023
1546,91,24,30-06-2023,957505,962312,
1547,700,59,19-07-2023,458097,468039,
1548,501,54,06-08-2023,128213,164183,
1549,545,35,03-08-2023,273410,281752,
1550,79,72,03-08-2023,249492,252932,
1551,308,62,28-03-2023,934464,946007,
1552,277,62,03-04-2023,199709,211745,
1553,727,33,01-08-2023,432715,167621,03-08-2023
1554,342,51,20-03-2023,168815,81386,19-06-2023
1555,392,57,17-07-2023,163723,172999,
1556,183,69,20-07-2023,487402,497232,
1557,37,51,01-08-2023,813691,272503,08-08-2023
1558,187,70,11-04-2023,531790,540990,
1559,133,16,15-12-2022,783847,483111,28-04-2023
1560,592,2,22-11-2022,784335,520215,13-07-2023
1561,604,60,06-07-2023,345293,365311,
1562,167,53,20-06-2023,921659,925781,
1563,50,51,07-08-2023,240129,249530,
1564,542,66,22-11-2022,564521,571703,
1565,280,5,09-08-2023,74805,117371,
1566,639,26,18-11-2022,244790,257141,
1567,668,15,18-03-2023,958275,962394,
1568,656,14,28-10-2022,579213,558819,03-11-2022
1569,575,46,06-05-2023,622892,204821,05-06-2023
1570,714,41,25-03-2023,121353,127762,
1571,499,23,18-05-2023,335596,354298,
1572,461,35,01-04-2023,102897,106371,
1573,405,23,03-08-2023,969377,142238,06-08-2023
1574,394,66,10-08-2023,109765,149646,
1575,408,59,23-06-2023,200598,209178,
1576,69,49,14-06-2023,113948,152290,
1577,273,12,25-04-2023,439035,219990,15-05-2023
1578,424,36,18-07-2023,411754,434582,
1579,249,42,23-03-2023,502482,338369,14-04-2023
1580,71,1,18-05-2023,693835,399779,29-07-2023
1581,274,28,28-06-2023,216335,252247,
1582,226,30,17-06-2023,978444,984501,
1583,402,30,04-05-2023,879285,486965,24-07-2023
1584,367,17,07-06-2023,900757,165294,26-07-2023
1585,198,33,26-05-2023,996690,189506,06-07-2023
1586,148,56,10-05-2023,385747,46412,30-06-2023
1587,14,4,22-06-2023,446982,417676,02-07-2023
1588,203,58,22-06-2023,751594,755729,
1589,27,62,21-02-2023,765825,769030,
1590,686,22,15-02-2023,580557,617407,
1591,82,30,28-01-2023,868218,185382,02-03-2023
1592,719,63,13-10-2022,640708,103532,04-02-2023
1593,518,54,03-08-2023,283140,306196,
1594,374,1,23-06-2023,915734,809927,23-07-2023
1595,427,15,01-08-2023,726212,738716,
1596,618,61,22-03-2023,918603,780740,21-05-2023
1597,610,60,05-06-2023,381524,411145,
1598,447,1,12-01-2023,608265,625089,
1599,358,18,19-04-2023,959625,413380,27-04-2023
1600,327,41,09-06-2023,319291,331052,
1601,118,38,24-07-2023,563783,579986,
1602,439,38,06-06-2023,469428,477514,
1603,388,21,14-05-2023,703997,726742,
1604,203,62,28-05-2023,856948,469395,03-06-2023
1605,230,38,14-02-2023,695552,703498,
1606,550,48,16-07-2023,392106,411919,
1607,411,41,15-12-2022,381277,216799,12-04-2023
1608,230,53,20-04-2023,435734,440854,
1609,563,16,17-12-2022,309048,322633,
1610,492,39,15-04-2023,635919,644649,
1611,657,47,20-06-2023,959734,715856,11-08-2023
1612,192,17,15-06-2023,752338,492755,16-06-2023
1613,378,54,28-05-2023,411852,428910,
1614,146,28,11-02-2023,895029,904772,
1615,310,18,04-08-2023,643638,205375,08-08-2023
1616,725,31,29-01-2023,53706,90041,
1617,34,4,11-08-2023,304093,60892,11-08-2023
1618,193,44,28-07-2023,511914,532206,
1619,726,40,10-06-2023,876303,861058,10-07-2023
1620,51,15,11-08-2023,993353,1006795,
1621,371,56,07-01-2023,817731,841746,
1622,226,31,17-07-2023,819929,850706,
1623,93,40,07-08-2023,805740,429905,08-08-2023
1624,383,32,23-03-2023,777197,361597,03-05-2023
1625,28,29,14-07-2023,520239,213298,01-08-2023
1626,484,57,21-04-2023,889363,405353,03-07-2023
1627,128,61,02-11-2022,516541,518541,
1628,287,10,03-05-2023,263576,55900,31-05-2023
1629,748,61,07-07-2023,782038,216928,14-07-2023
1630,458,4,01-03-2023,859671,878040,
1631,337,22,13-06-2023,383951,400177,
1632,603,22,23-02-2023,464576,466886,
1633,106,45,18-07-2023,108364,126405,
1634,141,66,09-05-2023,88589,109814,
1635,354,4,03-12-2022,534386,534931,
1636,677,45,29-07-2023,253203,264990,
1637,362,21,04-05-2023,431456,442720,
1638,695,18,16-07-2023,703975,514730,22-07-2023
1639,297,8,21-05-2023,293003,316893,
1640,123,45,26-07-2023,73577,123452,
1641,671,73,10-05-2023,620641,641059,
1642,657,10,29-06-2023,863256,487225,01-08-2023
1643,40,6,29-05-2023,350164,377337,
1644,115,9,18-06-2023,925226,66696,23-06-2023
1645,27,69,16-01-2023,644194,166446,21-06-2023
1646,709,50,23-02-2023,334356,152793,15-05-2023
1647,170,49,28-04-2023,710587,519834,03-07-2023
1648,741,25,16-07-2023,166736,178055,
1649,438,13,11-03-2023,477025,495701,
1650,673,73,25-06-2023,496600,97522,28-07-2023
1651,695,48,21-06-2023,815027,66377,31-07-2023
1652,368,67,08-08-2023,181690,82527,09-08-2023
1653,607,70,15-12-2022,395899,411422,
1654,484,30,27-06-2023,339973,350655,
1655,380,54,04-07-2023,732445,736834,
1656,573,15,27-07-2023,528478,541184,
1657,622,71,24-06-2023,920481,491072,03-07-2023
1658,457,4,23-06-2023,778502,205100,03-07-2023
1659,466,20,14-06-2023,445697,316614,26-07-2023
1660,290,65,15-01-2023,654687,490255,20-01-2023
1661,190,59,12-07-2023,967852,988720,
1662,280,67,06-08-2023,891451,901583,
1663,480,36,01-08-2023,603852,280313,10-08-2023
1664,353,5,20-06-2023,202108,233150,
1665,689,55,22-05-2023,139144,145890,
1666,432,45,05-08-2023,157794,198754,
1667,238,33,04-08-2023,671423,607787,10-08-2023
1668,711,41,21-06-2023,167939,220057,
1669,251,34,09-05-2023,373174,274502,06-06-2023
1670,99,67,16-06-2023,845678,858183,
1671,359,50,10-08-2023,984803,330566,11-08-2023
1672,65,29,25-07-2023,947452,428459,04-08-2023
1673,72,70,05-08-2023,153372,162146,
1674,369,5,13-07-2023,427303,467563,
1675,346,45,10-07-2023,282441,292086,
1676,373,60,07-08-2023,873574,75168,07-08-2023
1677,444,34,30-04-2023,858072,881311,
1678,89,70,05-11-2022,298787,320270,
1679,115,43,22-07-2023,924819,440473,26-07-2023
1680,316,12,24-11-2022,430183,478460,
1681,122,73,20-04-2023,409973,446584,
1682,350,35,03-05-2023,663239,229795,29-05-2023
1683,397,50,29-04-2023,876165,759092,02-06-2023
1684,123,32,23-03-2023,712137,43030,31-05-2023
1685,104,37,27-07-2023,677187,36744,01-08-2023
1686,666,25,13-06-2023,263192,31209,03-08-2023
1687,440,53,02-08-2023,550784,182511,10-08-2023
1688,112,73,11-06-2023,840739,840865,
1689,214,68,19-05-2023,617935,644982,
1690,23,3,11-02-2023,975855,254986,18-02-2023
1691,485,53,10-08-2023,975524,979820,
1692,58,25,03-08-2023,640358,641462,
1693,656,12,13-12-2022,700745,557770,22-07-2023
1694,678,56,23-06-2023,874348,879512,
1695,195,71,10-03-2023,631897,654917,
1696,133,53,24-01-2023,693873,708273,
1697,376,7,15-07-2023,681952,339549,09-08-2023
1698,144,15,03-08-2023,514111,106130,11-08-2023
1699,491,66,10-01-2023,603208,297346,10-06-2023
1700,535,3,19-05-2023,301037,242053,10-06-2023
1701,382,57,14-02-2023,915131,140294,02-04-2023
1702,577,15,24-06-2023,849947,864713,
1703,385,63,15-07-2023,454505,183853,08-08-2023
1704,615,38,20-12-2022,884970,912545,
1705,311,46,04-06-2023,257841,281176,
1706,83,5,25-05-2023,502514,216687,23-06-2023
1707,50,36,22-07-2023,481760,488196,
1708,754,39,05-08-2023,322700,325089,
1709,351,11,19-07-2023,960692,965345,
1710,228,57,28-08-2022,717786,482205,27-04-2023
1711,294,25,22-03-2023,998364,369404,08-04-2023
1712,657,6,09-07-2023,972279,178644,19-07-2023
1713,425,53,08-06-2023,592912,294773,09-07-2023
1714,658,11,30-01-2023,733530,560106,26-05-2023
1715,423,49,21-02-2023,210588,229381,
1716,151,14,08-08-2023,96070,112757,
1717,240,16,22-07-2023,552670,594554,
1718,200,70,19-07-2023,782147,783370,
1719,283,11,31-07-2023,556066,467691,11-08-2023
1720,228,31,21-06-2023,861646,884295,
1721,454,49,23-05-2023,240744,255281,
1722,248,49,12-06-2023,449335,284728,10-08-2023
1723,420,57,05-04-2023,757616,777080,
1724,570,57,15-07-2023,365048,382019,
1725,667,44,31-10-2022,569020,595406,
1726,231,6,10-11-2022,444528,478943,
1727,696,59,15-06-2023,994396,996474,
1728,697,37,02-06-2023,628368,643112,
1729,576,26,25-07-2023,997147,489859,10-08-2023
1730,264,65,19-07-2023,942157,502015,20-07-2023
1731,72,8,31-07-2023,137376,138385,
1732,743,51,29-04-2023,565339,585613,
