payment_id,subscription_id,amount,payment_date
1132,823,10.99,31-05-2023
1133,824,1539.99,04-05-2023
1134,825,47.99,31-07-2023
1135,826,17.99,04-06-2023
1136,827,42.99,18-06-2023
1137,828,4.49,02-07-2023
1138,829,4.99,14-06-2023
1139,829,4.99,14-07-2023
1140,830,22.49,22-07-2023
1141,831,24.99,14-07-2023
1142,832,47.99,03-07-2023
1143,833,499,26-07-2023
1144,834,37.99,10-05-2023
1145,835,548.99,17-07-2023
1146,836,59.99,02-06-2023
1147,837,2749.99,19-07-2023
1148,838,37.99,05-05-2023
1149,839,1539.99,04-06-2023
1150,840,31.99,22-05-2023
1151,841,5299.99,21-07-2023
1152,842,4.49,20-05-2023
1153,842,4.49,19-06-2023
1154,842,4.49,19-07-2023
1155,845,3899,23-06-2023
1156,846,47.99,22-05-2023
1157,847,12.49,20-05-2023
1158,848,19.99,30-05-2023
1159,849,47.99,09-05-2023
1160,850,499,05-05-2023
1161,850,499,04-06-2023
1162,850,499,04-07-2023
1163,851,1539.99,15-06-2023
1164,852,4.99,18-05-2023
1165,852,4.99,17-06-2023
1166,852,4.99,17-07-2023
1167,853,24.99,05-07-2023
1168,854,5299.99,12-06-2023
1169,855,1199,27-05-2023
1170,856,548.99,04-05-2023
1171,856,548.99,03-06-2023
1172,856,548.99,03-07-2023
1173,857,6.49,16-06-2023
1174,857,6.49,16-07-2023
1175,858,22.49,09-07-2023
1176,859,47.99,17-06-2023
1177,860,42.99,05-05-2023
1178,861,5299.99,23-05-2023
1179,862,13.99,03-07-2023
1180,863,548.99,14-05-2023
1181,863,548.99,13-06-2023
1182,863,548.99,13-07-2023
1183,864,2749.99,10-07-2023
1184,865,10.99,29-07-2023
1185,866,4.49,20-06-2023
1186,866,4.49,20-07-2023
1187,867,42.99,29-07-2023
1188,868,2749.99,04-07-2023
1189,869,5299.99,21-06-2023
1190,870,59.99,12-07-2023
1191,871,3.99,05-07-2023
1192,872,2749.99,07-05-2023
1193,873,6.49,30-06-2023
1194,873,6.49,30-07-2023
1195,874,47.99,03-06-2023
1196,875,13.99,20-07-2023
1197,876,31.99,11-07-2023
1198,877,4.99,09-07-2023
1199,878,47.99,11-06-2023
1200,879,12.49,23-06-2023
1201,880,1199,30-07-2023
1202,881,3899,02-05-2023
1203,882,499,02-07-2023
1204,883,1199,21-05-2023
1205,884,3.99,24-07-2023
1206,885,59.99,03-07-2023
1207,886,4.99,01-05-2023
1208,886,4.99,31-05-2023
1209,886,4.99,30-06-2023
1210,886,4.99,30-07-2023
1211,887,499,19-07-2023
1212,888,24.99,20-07-2023
1213,889,4.99,08-07-2023
1214,890,2749.99,20-05-2023
1215,891,37.99,25-07-2023
1216,892,1539.99,08-06-2023
1217,893,3899,04-05-2023
1218,894,3.99,19-06-2023
1219,894,3.99,19-07-2023
1220,895,6.49,22-07-2023
1221,896,13.99,21-06-2023
1222,897,499,25-06-2023
1223,897,499,25-07-2023
1224,898,6.49,17-06-2023
1225,898,6.49,17-07-2023
1226,899,10.99,15-07-2023
1227,900,4.99,06-07-2023
1228,901,24.99,09-07-2023
1229,902,3.99,30-05-2023
1230,902,3.99,29-06-2023
1231,902,3.99,29-07-2023
1232,903,1539.99,16-07-2023
1233,904,1539.99,30-07-2023
1234,905,6.49,07-07-2023
1235,906,42.99,30-07-2023
1236,907,47.99,29-06-2023
1237,908,19.99,04-07-2023
1238,909,4.49,01-06-2023
1239,909,4.49,01-07-2023
1240,909,4.49,31-07-2023
1241,910,499,11-06-2023
1242,910,499,11-07-2023
1243,911,42.99,05-07-2023
1244,912,2749.99,03-06-2023
1245,913,548.99,08-07-2023
1246,914,4.99,21-07-2023
1247,915,499,04-05-2023
1248,915,499,03-06-2023
1249,915,499,03-07-2023
1250,916,42.99,11-05-2023
1251,917,548.99,21-06-2023
1252,917,548.99,21-07-2023
1253,918,548.99,25-05-2023
1254,918,548.99,24-06-2023
1255,918,548.99,24-07-2023
1256,919,37.99,02-07-2023
1257,920,548.99,22-06-2023
1258,920,548.99,22-07-2023
1259,921,4.49,30-07-2023
1260,922,1539.99,08-05-2023
1261,923,1539.99,28-06-2023
1262,924,3899,05-06-2023
1263,925,10.99,02-06-2023
1264,926,4.49,31-07-2023
1265,927,1199,07-06-2023
1266,928,3899,22-07-2023
1267,929,1999,03-05-2023
1268,930,37.99,21-07-2023
1269,931,1539.99,02-05-2023
1270,931,1539.99,31-07-2023
1271,932,10.99,28-05-2023
1272,933,6.49,23-07-2023
1273,934,4.99,09-06-2023
1274,934,4.99,09-07-2023
1275,935,42.99,30-05-2023
1276,936,31.99,16-06-2023
1277,937,1999,11-06-2023
1278,938,3.99,22-06-2023
1279,938,3.99,22-07-2023
1280,939,1999,09-07-2023
1281,940,6.49,24-07-2023
1282,941,24.99,13-07-2023
1283,942,24.99,04-06-2023
1284,943,13.99,20-07-2023
1285,944,499,21-07-2023
1286,945,59.99,15-05-2023
1287,946,31.99,29-06-2023
1288,947,24.99,12-05-2023
1289,948,1199,31-05-2023
1290,949,499,17-07-2023
1291,950,31.99,25-06-2023
1292,951,10.99,25-07-2023
1293,952,4.99,14-06-2023
1294,952,4.99,14-07-2023
1295,953,3.99,22-05-2023
1296,953,3.99,21-06-2023
1297,953,3.99,21-07-2023
1298,954,6.49,26-05-2023
1299,954,6.49,25-06-2023
1300,954,6.49,25-07-2023
1301,955,59.99,16-05-2023
1302,956,12.49,24-07-2023
1303,957,499,15-06-2023
1304,957,499,15-07-2023
1305,958,548.99,19-05-2023
1306,958,548.99,18-06-2023
1307,958,548.99,18-07-2023
1308,959,22.49,13-06-2023
1309,960,499,26-06-2023
1310,960,499,26-07-2023
1311,961,1199,24-05-2023
1312,962,59.99,03-07-2023
1313,963,13.99,19-05-2023
1314,964,31.99,15-07-2023
1315,965,22.49,18-05-2023
1316,966,22.49,16-05-2023
1317,967,24.99,08-07-2023
1318,968,12.49,01-07-2023
1319,969,6.49,26-06-2023
1320,969,6.49,26-07-2023
1321,970,1999,03-07-2023
1322,971,1199,10-06-2023
1323,972,548.99,25-07-2023
1324,973,19.99,18-06-2023
1325,974,42.99,23-07-2023
1326,975,5299.99,27-05-2023
1327,976,59.99,23-07-2023
1328,977,24.99,20-06-2023
1329,978,1539.99,30-07-2023
1330,979,2749.99,19-06-2023
1331,980,1199,29-05-2023
1332,981,5299.99,04-05-2023
1333,982,13.99,04-07-2023
1334,983,3899,27-07-2023
1335,984,31.99,10-06-2023
1336,985,47.99,11-07-2023
1337,986,59.99,22-05-2023
1338,987,17.99,24-06-2023
1339,988,1999,05-07-2023
1340,989,6.49,27-07-2023
1341,990,5299.99,27-07-2023
1342,991,59.99,01-07-2023
1343,992,37.99,12-05-2023
1344,993,37.99,03-07-2023
1345,994,4.99,06-06-2023
1346,994,4.99,06-07-2023
1347,995,42.99,20-06-2023
1348,996,13.99,05-07-2023
1349,997,22.49,07-05-2023
1350,998,19.99,30-06-2023
1351,999,12.49,10-06-2023
1352,1000,22.49,19-05-2023
1353,1001,5299.99,31-05-2023
1354,1002,4.49,20-05-2023
1355,1002,4.49,19-06-2023
1356,1002,4.49,19-07-2023
1357,1003,42.99,16-07-2023
1358,1004,2749.99,04-06-2023
1359,1005,1999,17-05-2023
1360,1006,19.99,27-06-2023
1361,1007,42.99,27-07-2023
1362,1008,37.99,10-07-2023
1363,1009,499,17-06-2023
1364,1009,499,17-07-2023
1365,1010,17.99,22-05-2023
1366,1011,1999,27-05-2023
1367,1012,6.49,10-07-2023
1368,1013,47.99,30-06-2023
1369,1014,10.99,25-07-2023
1370,1015,31.99,01-06-2023
1371,1016,3.99,10-06-2023
1372,1016,3.99,10-07-2023
1373,1017,6.49,06-05-2023
1374,1017,6.49,05-06-2023
1375,1017,6.49,05-07-2023
1376,1018,31.99,21-06-2023
1377,1019,3.99,17-05-2023
1378,1019,3.99,16-06-2023
1379,1019,3.99,16-07-2023
1380,1020,22.49,04-07-2023
1381,1021,1999,14-07-2023
1382,1022,5299.99,27-07-2023
1383,1023,10.99,26-07-2023
1384,1024,22.49,01-07-2023
1385,1025,24.99,06-06-2023
1386,1026,22.49,18-05-2023
1387,1027,2749.99,01-07-2023
1388,1028,10.99,27-05-2023
1389,1029,37.99,07-05-2023
1390,1030,17.99,05-05-2023
1391,1031,37.99,08-06-2023
1392,1032,499,16-07-2023
1393,1033,1199,08-06-2023
1394,1034,10.99,11-06-2023
1395,1035,10.99,01-06-2023
1396,1036,19.99,02-06-2023
1397,1037,31.99,14-05-2023
1398,1038,2749.99,27-07-2023
1399,1039,3899,20-06-2023
1400,1040,22.49,26-05-2023
1401,1041,6.49,21-06-2023
1402,1041,6.49,21-07-2023
1403,1042,6.49,17-06-2023
1404,1042,6.49,17-07-2023
1405,1043,37.99,13-05-2023
1406,1044,2749.99,09-06-2023
1407,1045,19.99,14-06-2023
1408,1046,548.99,10-06-2023
1409,1046,548.99,10-07-2023
1410,1047,1999,27-06-2023
1411,1048,31.99,31-07-2023
1412,1049,1539.99,23-05-2023
1413,1050,5299.99,26-07-2023
1414,1051,5299.99,15-06-2023
1415,1052,24.99,14-05-2023
1416,1053,1999,22-05-2023
1417,1054,19.99,30-06-2023
1418,1055,12.49,26-05-2023
1419,1056,59.99,24-05-2023
1420,1057,31.99,03-05-2023
1421,1058,3899,11-06-2023
1422,1059,3.99,26-07-2023
1423,1060,22.49,20-06-2023
1424,1061,548.99,25-06-2023
1425,1061,548.99,25-07-2023
1426,1062,19.99,09-05-2023
1427,1063,1999,30-06-2023
1428,1064,548.99,06-05-2023
1429,1064,548.99,05-06-2023
1430,1064,548.99,05-07-2023
1431,1065,24.99,09-07-2023
1432,1066,1999,16-06-2023
1433,1067,22.49,28-05-2023
1434,1068,6.49,19-07-2023
1435,1069,499,12-07-2023
1436,1070,24.99,29-07-2023
1437,1071,42.99,06-07-2023
1438,1072,548.99,13-06-2023
1439,1072,548.99,13-07-2023
1440,1073,1999,11-06-2023
1441,1074,548.99,15-05-2023
1442,1074,548.99,14-06-2023
1443,1074,548.99,14-07-2023
1444,1075,3.99,09-07-2023
1445,1076,13.99,23-05-2023
1446,1077,6.49,12-07-2023
1447,1078,13.99,23-06-2023
1448,1079,4.99,28-05-2023
1449,1079,4.99,27-06-2023
1450,1079,4.99,27-07-2023
1451,1080,6.49,29-07-2023
1452,1081,1539.99,17-05-2023
1453,1082,6.49,15-06-2023
1454,1082,6.49,15-07-2023
1455,1083,37.99,11-07-2023
1456,1084,499,02-05-2023
1457,1084,499,01-06-2023
1458,1084,499,01-07-2023
1459,1084,499,31-07-2023
1460,1085,6.49,27-06-2023
1461,1085,6.49,27-07-2023
1462,1086,1539.99,23-06-2023
1463,1087,1539.99,10-05-2023
1464,1088,42.99,06-05-2023
1465,1089,42.99,16-07-2023
1466,1090,499,19-05-2023
1467,1090,499,18-06-2023
1468,1090,499,18-07-2023
1469,1091,4.49,14-06-2023
1470,1091,4.49,14-07-2023
1471,1092,31.99,14-07-2023
1472,1093,59.99,15-06-2023
1473,1094,12.49,31-07-2023
1474,1095,31.99,30-07-2023
1475,1096,42.99,25-06-2023
1476,1097,548.99,01-06-2023
1477,1097,548.99,01-07-2023
1478,1097,548.99,31-07-2023
1479,1098,47.99,28-06-2023
1480,1099,1999,24-07-2023
1481,1100,37.99,13-06-2023
1482,1101,1539.99,12-07-2023
1483,1102,3899,29-06-2023
1484,1103,13.99,28-05-2023
1485,1104,12.49,16-07-2023
1486,1105,4.99,30-07-2023
1487,1106,17.99,31-05-2023
1488,1107,5299.99,04-05-2023
1489,1108,24.99,10-06-2023
1490,1109,10.99,20-06-2023
1491,1110,5299.99,08-05-2023
1492,1111,42.99,27-06-2023
1493,1112,10.99,25-06-2023
1494,1113,47.99,03-06-2023
1495,1114,6.49,20-05-2023
1496,1114,6.49,19-06-2023
1497,1114,6.49,19-07-2023
1498,1115,1539.99,04-06-2023
1499,1116,47.99,13-05-2023
1500,1117,47.99,01-07-2023
1501,1118,548.99,30-07-2023
1502,1119,3.99,12-05-2023
1503,1119,3.99,11-06-2023
1504,1119,3.99,11-07-2023
1505,1120,31.99,24-05-2023
1506,1121,499,10-06-2023
1507,1121,499,10-07-2023
1508,1122,42.99,17-07-2023
1509,1123,19.99,28-07-2023
1510,1124,5299.99,18-05-2023
1511,1125,59.99,09-06-2023
1512,1126,24.99,16-07-2023
1513,1127,10.99,11-06-2023
1514,1128,5299.99,12-06-2023
1515,1129,2749.99,07-05-2023
1516,1130,47.99,15-06-2023
1517,1131,12.49,24-05-2023
1518,1132,6.49,16-05-2023
1519,1132,6.49,15-06-2023
1520,1132,6.49,15-07-2023
1521,1133,31.99,31-07-2023
1522,1134,2749.99,13-06-2023
1523,1135,24.99,20-05-2023
1524,1136,59.99,02-05-2023
1525,1137,31.99,15-07-2023
1526,1138,4.99,30-06-2023
1527,1138,4.99,30-07-2023
1528,1139,10.99,16-05-2023
1529,1140,5299.99,20-07-2023
1530,1141,13.99,10-06-2023
1531,1142,1539.99,25-06-2023
1532,1143,6.49,08-05-2023
1533,1143,6.49,07-06-2023
1534,1143,6.49,07-07-2023
1535,1144,17.99,26-06-2023
1536,1145,548.99,07-05-2023
1537,1145,548.99,06-06-2023
1538,1145,548.99,06-07-2023
1539,1146,4.49,11-05-2023
1540,1146,4.49,10-06-2023
1541,1146,4.49,10-07-2023
1542,1147,17.99,02-05-2023
1543,1147,17.99,31-07-2023
1544,1148,548.99,15-06-2023
1545,1148,548.99,15-07-2023
1546,1149,4.99,21-07-2023
1547,1150,37.99,13-07-2023
1548,1151,24.99,30-07-2023
1549,1153,1539.99,13-07-2023
1550,1154,31.99,24-06-2023
1551,1155,59.99,10-06-2023
1552,1156,4.49,21-07-2023
1553,1157,47.99,07-05-2023
1554,1158,10.99,16-07-2023
1555,1159,47.99,16-06-2023
1556,1160,5299.99,11-07-2023
1557,1161,3899,21-06-2023
1558,1162,4.49,20-05-2023
1559,1162,4.49,19-06-2023
1560,1162,4.49,19-07-2023
1561,1163,12.49,31-05-2023
1562,1164,4.99,25-05-2023
1563,1164,4.99,24-06-2023
1564,1164,4.99,24-07-2023
1565,1165,31.99,02-05-2023
1566,1166,10.99,22-07-2023
1567,1167,37.99,08-05-2023
1568,1168,31.99,05-07-2023
1569,1169,10.99,25-06-2023
1570,1170,22.49,12-07-2023
1571,1171,10.99,15-07-2023
1572,1172,59.99,23-06-2023
1573,1173,6.49,01-06-2023
1574,1173,6.49,01-07-2023
1575,1173,6.49,31-07-2023
1576,1174,4.49,11-06-2023
1577,1174,4.49,11-07-2023
1578,1175,1999,04-05-2023
1579,1176,2749.99,08-07-2023
1580,1177,2749.99,03-06-2023
1581,1178,13.99,25-07-2023
1582,1179,12.49,02-07-2023
1583,1180,12.49,19-05-2023
1584,1181,3899,05-05-2023
1585,1182,17.99,06-06-2023
1586,1183,12.49,26-07-2023
1587,1184,42.99,06-05-2023
1588,1185,31.99,26-05-2023
1589,1186,22.49,06-06-2023
1590,1187,10.99,26-07-2023
1591,1188,10.99,28-06-2023
1592,1189,47.99,30-06-2023
1593,1190,3.99,17-05-2023
1594,1190,3.99,16-06-2023
1595,1190,3.99,16-07-2023
1596,1191,24.99,19-06-2023
1597,1192,3899,06-07-2023
1598,1193,22.49,04-07-2023
1599,1194,548.99,06-05-2023
1600,1194,548.99,05-06-2023
1601,1194,548.99,05-07-2023
1602,1195,24.99,28-05-2023
1603,1196,47.99,01-05-2023
1604,1198,31.99,24-06-2023
1605,1199,42.99,22-05-2023
1606,1200,3.99,24-07-2023
1607,1201,499,16-05-2023
1608,1201,499,15-06-2023
1609,1201,499,15-07-2023
1610,1202,12.49,23-06-2023
1611,1203,22.49,09-06-2023
1612,1204,1199,18-06-2023
1613,1205,19.99,01-07-2023
1614,1206,59.99,18-07-2023
1615,1207,5299.99,17-05-2023
1616,1208,1199,20-06-2023
1617,1209,31.99,21-05-2023
1618,1210,13.99,15-06-2023
1619,1211,499,09-05-2023
1620,1211,499,08-06-2023
1621,1211,499,08-07-2023
1622,1213,19.99,31-05-2023
1623,1214,24.99,03-05-2023
1624,1215,5299.99,29-07-2023
1625,1216,13.99,01-05-2023
1626,1216,13.99,30-07-2023
1627,1217,2749.99,15-05-2023
1628,1218,17.99,04-07-2023
1629,1219,2749.99,07-07-2023
1630,1220,47.99,18-07-2023
1631,1221,3899,19-05-2023
1632,1222,5299.99,04-07-2023
1633,1223,4.49,18-05-2023
1634,1223,4.49,17-06-2023
1635,1223,4.49,17-07-2023
1636,1224,47.99,08-05-2023
1637,1225,3.99,15-06-2023
1638,1225,3.99,15-07-2023
1639,1226,1199,03-05-2023
1640,1227,4.49,23-07-2023
1641,1228,12.49,26-06-2023
1642,1229,3899,21-06-2023
1643,1230,12.49,03-05-2023
1644,1231,3.99,13-06-2023
1645,1231,3.99,13-07-2023
1646,1232,499,09-06-2023
1647,1232,499,09-07-2023
1648,1233,42.99,31-05-2023
1649,1234,2749.99,26-07-2023
1650,1235,19.99,27-05-2023
1651,1236,1199,13-05-2023
1652,1237,1539.99,27-07-2023
1653,1238,3899,21-06-2023
1654,1239,19.99,17-05-2023
1655,1240,4.49,15-06-2023
1656,1240,4.49,15-07-2023
1657,1242,31.99,24-06-2023
1658,1243,10.99,18-06-2023
1659,1244,24.99,29-07-2023
1660,1245,19.99,25-06-2023
1661,1246,12.49,11-07-2023
1662,1247,19.99,24-06-2023
1663,1248,13.99,26-06-2023
1664,1249,1539.99,02-05-2023
1665,1249,1539.99,31-07-2023
1666,1250,6.49,22-06-2023
1667,1250,6.49,22-07-2023
1668,1251,12.49,07-06-2023
1669,1252,13.99,22-05-2023
1670,1253,22.49,02-06-2023
1671,1254,13.99,22-07-2023
1672,1255,59.99,25-05-2023
1673,1256,3.99,15-05-2023
1674,1256,3.99,14-06-2023
1675,1256,3.99,14-07-2023
1676,1257,1999,06-06-2023
1677,1258,12.49,31-07-2023
1678,1259,3899,28-07-2023
1679,1260,548.99,03-06-2023
1680,1260,548.99,03-07-2023
1681,1261,4.99,14-07-2023
1682,1262,59.99,02-06-2023
1683,1263,42.99,17-06-2023
1684,1264,37.99,09-06-2023
1685,1265,59.99,11-06-2023
1686,1266,22.49,08-05-2023
1687,1267,19.99,21-07-2023
1688,1268,59.99,05-07-2023
1689,1269,22.49,06-05-2023
1690,1270,5299.99,27-07-2023
1691,1271,12.49,22-06-2023
1692,1272,1999,18-05-2023
1693,1273,12.49,06-06-2023
1694,1274,22.49,15-05-2023
1695,1275,548.99,15-06-2023
1696,1275,548.99,15-07-2023
1697,1276,12.49,30-07-2023
1698,1277,47.99,27-05-2023
1699,1278,47.99,05-07-2023
1700,1279,3.99,09-05-2023
1701,1279,3.99,08-06-2023
1702,1279,3.99,08-07-2023
1703,1280,548.99,15-06-2023
1704,1280,548.99,15-07-2023
1705,1281,59.99,31-05-2023
1706,1282,19.99,01-06-2023
1707,1283,47.99,18-07-2023
1708,1284,13.99,25-05-2023
1709,1285,22.49,17-06-2023
1710,1286,42.99,30-07-2023
1711,1287,19.99,09-07-2023
1712,1288,3.99,14-05-2023
1713,1288,3.99,13-06-2023
1714,1288,3.99,13-07-2023
1715,1289,19.99,15-05-2023
1716,1290,1539.99,05-05-2023
1717,1291,1199,02-06-2023
1718,1292,17.99,11-07-2023
1719,1293,4.99,26-05-2023
1720,1293,4.99,25-06-2023
1721,1293,4.99,25-07-2023
1722,1294,1539.99,01-06-2023
1723,1295,6.49,12-05-2023
1724,1295,6.49,11-06-2023
1725,1295,6.49,11-07-2023
1726,1296,3899,20-07-2023
1727,1297,17.99,02-06-2023
1728,1298,17.99,28-07-2023
1729,1299,548.99,29-05-2023
1730,1299,548.99,28-06-2023
1731,1299,548.99,28-07-2023
1732,1300,548.99,01-05-2023
1733,1300,548.99,31-05-2023
1734,1300,548.99,30-06-2023
1735,1300,548.99,30-07-2023
1736,1301,17.99,04-05-2023
1737,1302,6.49,17-07-2023
1738,1303,5299.99,28-06-2023
1739,1304,4.99,30-06-2023
1740,1304,4.99,30-07-2023
1741,1305,3.99,21-05-2023
1742,1305,3.99,20-06-2023
1743,1305,3.99,20-07-2023
1744,1306,2749.99,30-05-2023
1745,1307,10.99,25-07-2023
1746,1308,59.99,01-07-2023
1747,1309,10.99,25-06-2023
1748,1310,10.99,08-06-2023
1749,1311,31.99,28-05-2023
1750,1312,1199,10-07-2023
1751,1313,3.99,29-06-2023
1752,1313,3.99,29-07-2023
1753,1314,10.99,04-07-2023
1754,1315,3.99,11-07-2023
1755,1316,3.99,19-05-2023
1756,1316,3.99,18-06-2023
1757,1316,3.99,18-07-2023
1758,1317,19.99,16-07-2023
1759,1318,3899,14-07-2023
1760,1319,59.99,22-06-2023
1761,1320,24.99,29-05-2023
1762,1321,6.49,25-06-2023
1763,1321,6.49,25-07-2023
1764,1322,12.49,24-07-2023
1765,1323,24.99,01-07-2023
1766,1324,2749.99,24-06-2023
1767,1325,37.99,03-07-2023
1768,1326,3899,31-07-2023
1769,1327,37.99,03-07-2023
1770,1328,1999,27-06-2023
1771,1329,47.99,27-05-2023
1772,1330,31.99,28-06-2023
1773,1331,47.99,22-05-2023
1774,1332,1539.99,03-07-2023
1775,1333,4.99,19-06-2023
1776,1333,4.99,19-07-2023
1777,1334,1199,13-07-2023
1778,1335,12.49,20-05-2023
1779,1336,37.99,03-06-2023
1780,1337,24.99,21-05-2023
1781,1338,1539.99,06-07-2023
1782,1339,4.49,07-05-2023
1783,1339,4.49,06-06-2023
1784,1339,4.49,06-07-2023
1785,1340,4.49,15-07-2023
1786,1341,17.99,25-06-2023
1787,1342,24.99,15-05-2023
1788,1343,22.49,19-06-2023
1789,1344,499,21-07-2023
1790,1345,5299.99,05-06-2023
1791,1346,1539.99,26-05-2023
1792,1347,12.49,12-05-2023
1793,1348,5299.99,10-07-2023
1794,1349,22.49,21-06-2023
1795,1350,3.99,04-06-2023
1796,1350,3.99,04-07-2023
1797,1351,6.49,17-05-2023
1798,1351,6.49,16-06-2023
1799,1351,6.49,16-07-2023
1800,1352,47.99,14-07-2023
1801,1353,4.49,24-06-2023
1802,1353,4.49,24-07-2023
1803,1354,4.99,13-05-2023
1804,1354,4.99,12-06-2023
1805,1354,4.99,12-07-2023
1806,1355,1199,05-05-2023
1807,1356,17.99,18-05-2023
1808,1357,12.49,11-06-2023
1809,1358,31.99,11-05-2023
1810,1359,6.49,12-06-2023
1811,1359,6.49,12-07-2023
1812,1360,42.99,15-05-2023
1813,1361,59.99,06-05-2023
1814,1362,6.49,06-07-2023
1815,1363,12.49,24-06-2023
1816,1364,5299.99,29-06-2023
1817,1365,548.99,31-07-2023
1818,1366,10.99,30-07-2023
1819,1367,4.99,07-07-2023
1820,1368,13.99,06-06-2023
1821,1369,5299.99,27-07-2023
1822,1370,4.49,29-06-2023
1823,1370,4.49,29-07-2023
1824,1371,5299.99,22-06-2023
1825,1372,499,04-06-2023
1826,1372,499,04-07-2023
1827,1373,42.99,02-06-2023
1828,1375,1199,11-06-2023
1829,1376,37.99,04-05-2023
1830,1377,3.99,21-05-2023
1831,1377,3.99,20-06-2023
1832,1377,3.99,20-07-2023
1833,1378,24.99,19-07-2023
1834,1379,47.99,18-05-2023
1835,1380,13.99,28-05-2023
1836,1381,17.99,17-05-2023
1837,1382,499,08-06-2023
1838,1382,499,08-07-2023
1839,1383,17.99,31-05-2023
1840,1384,1539.99,25-07-2023
1841,1385,17.99,15-07-2023
1842,1386,31.99,19-07-2023
1843,1387,4.99,19-07-2023
1844,1388,3.99,05-07-2023
1845,1389,1539.99,12-05-2023
1846,1390,4.49,02-06-2023
1847,1390,4.49,02-07-2023
1848,1391,31.99,23-07-2023
1849,1392,17.99,07-07-2023
1850,1393,37.99,10-07-2023
1851,1394,1199,31-07-2023
1852,1395,10.99,18-06-2023
1853,1396,17.99,13-07-2023
1854,1397,19.99,18-07-2023
1855,1398,17.99,07-07-2023
1856,1399,3.99,05-05-2023
1857,1399,3.99,04-06-2023
1858,1399,3.99,04-07-2023
1859,1400,4.49,18-06-2023
1860,1400,4.49,18-07-2023
1861,1401,1199,04-05-2023
1862,1402,19.99,09-05-2023
1863,1403,59.99,13-05-2023
1864,1404,1539.99,31-05-2023
1865,1405,4.49,31-07-2023
1866,1406,17.99,10-07-2023
1867,1407,24.99,31-05-2023
1868,1408,4.99,29-06-2023
1869,1408,4.99,29-07-2023
1870,1409,12.49,15-05-2023
1871,1410,4.49,18-06-2023
1872,1410,4.49,18-07-2023
1873,1411,47.99,31-07-2023
1874,1412,12.49,27-05-2023
1875,1413,10.99,16-06-2023
1876,1414,31.99,13-07-2023
1877,1415,1539.99,19-07-2023
1878,1416,59.99,24-07-2023
1879,1418,2749.99,28-07-2023
1880,1419,3899,23-05-2023
1881,1420,37.99,04-07-2023
1882,1421,6.49,16-07-2023
1883,1422,12.49,24-05-2023
1884,1423,3899,29-07-2023
1885,1424,31.99,07-06-2023
1886,1425,1199,21-06-2023
1887,1426,22.49,18-07-2023
1888,1427,6.49,15-07-2023
1889,1428,4.99,24-07-2023
1890,1429,19.99,07-07-2023
1891,1430,1539.99,26-07-2023
1892,1431,2749.99,11-07-2023
1893,1432,13.99,04-06-2023
1894,1433,3.99,10-06-2023
1895,1433,3.99,10-07-2023
1896,1434,548.99,26-06-2023
1897,1434,548.99,26-07-2023
1898,1435,12.49,03-06-2023
1899,1436,59.99,17-05-2023
1900,1437,1999,14-05-2023
1901,1438,2749.99,15-06-2023
1902,1439,17.99,25-06-2023
1903,1440,17.99,03-06-2023
1904,1441,1199,12-06-2023
1905,1442,4.99,21-06-2023
1906,1442,4.99,21-07-2023
1907,1443,37.99,21-07-2023
1908,1444,12.49,10-05-2023
1909,1445,59.99,26-05-2023
1910,1446,24.99,23-06-2023
1911,1447,59.99,20-05-2023
1912,1448,42.99,24-07-2023
1913,1449,3899,21-05-2023
1914,1450,17.99,29-05-2023
1915,1451,1999,18-06-2023
1916,1452,3899,13-05-2023
1917,1453,42.99,20-06-2023
1918,1455,59.99,01-06-2023
1919,1456,548.99,03-07-2023
1920,1457,4.49,05-05-2023
1921,1457,4.49,04-06-2023
1922,1457,4.49,04-07-2023
1923,1458,4.99,22-06-2023
1924,1458,4.99,22-07-2023
1925,1459,10.99,24-07-2023
1926,1460,499,05-07-2023
1927,1461,4.49,26-07-2023
1928,1462,59.99,04-05-2023
1929,1463,17.99,14-07-2023
1930,1464,4.49,06-07-2023
1931,1465,499,23-07-2023
1932,1466,13.99,03-06-2023
1933,1467,3.99,20-05-2023
1934,1467,3.99,19-06-2023
1935,1467,3.99,19-07-2023
1936,1468,31.99,23-05-2023
1937,1469,42.99,23-06-2023
1938,1470,2749.99,02-06-2023
1939,1471,12.49,28-06-2023
1940,1472,17.99,12-05-2023
1941,1473,6.49,09-06-2023
1942,1473,6.49,09-07-2023
1943,1474,1999,31-05-2023
1944,1475,10.99,15-07-2023
1945,1476,1539.99,11-06-2023
1946,1477,3.99,06-05-2023
1947,1477,3.99,05-06-2023
1948,1477,3.99,05-07-2023
1949,1478,3.99,19-06-2023
1950,1478,3.99,19-07-2023
1951,1479,19.99,30-05-2023
1952,1480,499,15-07-2023
1953,1481,24.99,27-06-2023
1954,1482,13.99,17-06-2023
1955,1483,10.99,25-06-2023
1956,1484,17.99,30-06-2023
1957,1485,499,04-05-2023
1958,1485,499,03-06-2023
1959,1485,499,03-07-2023
1960,1486,13.99,28-05-2023
1961,1487,47.99,22-07-2023
1962,1488,4.99,07-05-2023
1963,1488,4.99,06-06-2023
1964,1488,4.99,06-07-2023
1965,1489,4.99,16-07-2023
1966,1490,2749.99,26-06-2023
1967,1491,3899,18-07-2023
1968,1492,10.99,07-07-2023
1969,1493,1539.99,23-07-2023
1970,1494,47.99,12-07-2023
1971,1495,2749.99,29-05-2023
